#   RTL                                                                     TYPE       FILENAME               BEGIN    END      
rtl rf_stage/input_ext_ctl_i                                                input      ../rtl/RF_stage.v        23.21    23.30  
rtl rf_stage/input_id_cmd                                                   input      ../rtl/RF_stage.v        28.21    28.27  
rtl rf_stage/input_ins_i                                                    input      ../rtl/RF_stage.v        29.22    29.27  
rtl rf_stage/input_rd_sel_i                                                 input      ../rtl/RF_stage.v        33.21    33.29  
rtl rf_stage/input_wb_addr_i                                                input      ../rtl/RF_stage.v        34.21    34.30  
rtl rf_stage/input_wb_din_i                                                 input      ../rtl/RF_stage.v        35.22    35.30  
rtl rf_stage/wire_id2ra_ctl_clr_o                                           wire       ../rtl/RF_stage.v        38.16    38.31  
rtl rf_stage/wire_id2ra_ctl_cls_o                                           wire       ../rtl/RF_stage.v        39.16    39.31  
rtl rf_stage/wire_ra2ex_ctl_clr_o                                           wire       ../rtl/RF_stage.v        40.16    40.31  
rtl rf_stage/wire_ext_o                                                     wire       ../rtl/RF_stage.v        41.23    41.28  
rtl rf_stage/wire_rd_index_o                                                wire       ../rtl/RF_stage.v        43.22    43.32  
rtl rf_stage/wire_rs_o                                                      wire       ../rtl/RF_stage.v        45.23    45.27  
rtl rf_stage/wire_rt_n_o                                                    wire       ../rtl/RF_stage.v        46.22    46.28  
rtl rf_stage/wire_NET6609                                                   wire       ../rtl/RF_stage.v        51.10    51.17  
rtl rf_stage/wire_NET6658                                                   wire       ../rtl/RF_stage.v        52.10    52.17  
rtl rf_stage/wire_BUS2085                                                   wire       ../rtl/RF_stage.v        57.17    57.24  
rtl rf_stage/wire_BUS3237                                                   wire       ../rtl/RF_stage.v        59.16    59.23  
rtl rf_stage/wire_BUS6061                                                   wire       ../rtl/RF_stage.v        61.17    61.24  
rtl rf_stage/inst_MAIN_FSM                                                  inst       ../rtl/RF_stage.v        76.13    91.14  
rtl rf_stage/inst_i_ext                                                     inst       ../rtl/RF_stage.v       121.9    126.10  
rtl rf_stage/inst_ins_reg                                                   inst       ../rtl/RF_stage.v       130.21   137.22  
rtl rf_stage/inst_jack1                                                     inst       ../rtl/RF_stage.v       141.10   147.11  
rtl rf_stage/inst_jack2                                                     inst       ../rtl/RF_stage.v       151.10   156.11  
rtl rf_stage/inst_rd_sel                                                    inst       ../rtl/RF_stage.v       158.12   164.13  
rtl rf_stage/inst_reg_bank                                                  inst       ../rtl/RF_stage.v       166.15   177.16  
rtl rf_stage/inst_rs_fwd_rs                                                 inst       ../rtl/RF_stage.v       188.13   195.14  
rtl ctl_FSM                                                                 module     ../rtl/ctl_fsm.v         15.1    185.10  
rtl ctl_FSM/input_pause                                                     input      ../rtl/ctl_fsm.v         16.15    16.20  
rtl ctl_FSM/input_id_cmd                                                    input      ../rtl/ctl_fsm.v         18.23    18.29  
rtl ctl_FSM/input_irq                                                       input      ../rtl/ctl_fsm.v         19.17    19.20  
rtl ctl_FSM/input_rst                                                       input      ../rtl/ctl_fsm.v         20.17    20.20  
rtl ctl_FSM/reg_id2ra_ctl_clr                                               reg        ../rtl/ctl_fsm.v         23.21    23.34  
rtl ctl_FSM/reg_id2ra_ctl_cls                                               reg        ../rtl/ctl_fsm.v         24.21    24.34  
rtl ctl_FSM/reg_id2ra_ins_clr                                               reg        ../rtl/ctl_fsm.v         25.21    25.34  
rtl ctl_FSM/reg_id2ra_ins_cls                                               reg        ../rtl/ctl_fsm.v         26.21    26.34  
rtl ctl_FSM/reg_ra2exec_ctl_clr                                             reg        ../rtl/ctl_fsm.v         28.21    28.36  
rtl ctl_FSM/reg_CurrState                                                   reg        ../rtl/ctl_fsm.v         39.15    39.24  
rtl ctl_FSM/reg_NextState                                                   reg        ../rtl/ctl_fsm.v         40.15    40.24  
rtl ctl_FSM/always_4                                                        always     ../rtl/ctl_fsm.v         67.5     70.38  
rtl ctl_FSM/always_4/if_1                                                   if         ../rtl/ctl_fsm.v         68.9     70.38  
rtl ctl_FSM/always_4/if_1/cond                                              cond       ../rtl/ctl_fsm.v         68.13    68.17  
rtl ctl_FSM/always_4/if_1/if_1                                              if         ../rtl/ctl_fsm.v         69.14    70.38  
rtl ctl_FSM/always_4/if_1/if_1/cond                                         cond       ../rtl/ctl_fsm.v         69.18    69.24  
rtl ctl_FSM/always_4/if_1/if_1/stmt_1                                       stmt       ../rtl/ctl_fsm.v         70.13    70.38  
rtl ctl_FSM/always_5                                                        always     ../rtl/ctl_fsm.v         72.5    108.8   
rtl ctl_FSM/always_5/block_1                                                block      ../rtl/ctl_fsm.v         73.5    108.8   
rtl ctl_FSM/always_5/block_1/case_1                                         case       ../rtl/ctl_fsm.v         74.9    107.16  
rtl ctl_FSM/always_5/block_1/case_1/cond                                    cond       ../rtl/ctl_fsm.v         74.15    74.24  
rtl ctl_FSM/always_5/block_1/case_1/block_1                                 block      ../rtl/ctl_fsm.v         76.13    87.16  
rtl ctl_FSM/always_5/block_1/case_1/block_1/if_1                            if         ../rtl/ctl_fsm.v         77.17    86.70  
rtl ctl_FSM/always_5/block_1/case_1/block_1/if_1/cond                       cond       ../rtl/ctl_fsm.v         77.21    77.25  
rtl ctl_FSM/always_5/block_1/case_1/block_1/if_1/if_1                       if         ../rtl/ctl_fsm.v         78.22    86.70  
rtl ctl_FSM/always_5/block_1/case_1/block_1/if_1/if_1/cond                  cond       ../rtl/ctl_fsm.v         78.26    78.41  
rtl ctl_FSM/always_5/block_1/case_1/block_1/if_1/if_1/if_1                  if         ../rtl/ctl_fsm.v         79.22    86.70  
rtl ctl_FSM/always_5/block_1/case_1/block_1/if_1/if_1/if_1/cond             cond       ../rtl/ctl_fsm.v         79.26    79.41  
rtl ctl_FSM/always_5/block_1/case_1/block_1/if_1/if_1/if_1/if_1             if         ../rtl/ctl_fsm.v         82.22    86.70  
rtl ctl_FSM/always_5/block_1/case_1/block_1/if_1/if_1/if_1/if_1/stmt_1      stmt       ../rtl/ctl_fsm.v         82.33    82.56  
rtl ctl_FSM/always_5/block_1/case_1/block_2                                 block      ../rtl/ctl_fsm.v         89.13    96.16  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1                            if         ../rtl/ctl_fsm.v         90.17    95.71  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/cond                       cond       ../rtl/ctl_fsm.v         90.21    90.36  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/stmt_1                     stmt       ../rtl/ctl_fsm.v         90.46    90.69  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1                       if         ../rtl/ctl_fsm.v         91.22    95.71  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1/cond                  cond       ../rtl/ctl_fsm.v         91.26    91.40  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1/stmt_1                stmt       ../rtl/ctl_fsm.v         91.46    91.69  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1/if_1                  if         ../rtl/ctl_fsm.v         92.22    95.71  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1/if_1/cond             cond       ../rtl/ctl_fsm.v         92.26    92.40  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1/if_1/if_1             if         ../rtl/ctl_fsm.v         93.22    95.71  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1/if_1/if_1/cond        cond       ../rtl/ctl_fsm.v         93.26    93.39  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1/if_1/if_1/if_1        if         ../rtl/ctl_fsm.v         94.22    95.71  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1/if_1/if_1/if_1/cond   cond       ../rtl/ctl_fsm.v         94.26    94.40  
rtl ctl_FSM/always_5/block_1/case_1/block_2/if_1/if_1/if_1/if_1/if_1/stmt_2 stmt       ../rtl/ctl_fsm.v         95.46    95.71  
rtl ctl_FSM/always_5/block_1/case_1/stmt_1                                  stmt       ../rtl/ctl_fsm.v         97.21    97.45  
rtl ctl_FSM/always_6                                                        always     ../rtl/ctl_fsm.v        110.5    184.8   
rtl ctl_FSM/always_6/block_1                                                block      ../rtl/ctl_fsm.v        111.5    184.8   
rtl ctl_FSM/always_6/block_1/case_1                                         case       ../rtl/ctl_fsm.v        112.9    183.16  
rtl ctl_FSM/always_6/block_1/case_1/cond                                    cond       ../rtl/ctl_fsm.v        112.15   112.24  
rtl ctl_FSM/always_6/block_1/case_1/block_1                                 block      ../rtl/ctl_fsm.v        113.20   119.34  
rtl ctl_FSM/always_6/block_1/case_1/block_1/stmt_1                          stmt       ../rtl/ctl_fsm.v        113.26   113.55  
rtl ctl_FSM/always_6/block_1/case_1/block_1/stmt_2                          stmt       ../rtl/ctl_fsm.v        114.17   114.46  
rtl ctl_FSM/always_6/block_1/case_1/block_1/stmt_3                          stmt       ../rtl/ctl_fsm.v        115.17   115.46  
rtl ctl_FSM/always_6/block_1/case_1/block_1/stmt_4                          stmt       ../rtl/ctl_fsm.v        116.17   116.46  
rtl ctl_FSM/always_6/block_1/case_1/block_3                                 block      ../rtl/ctl_fsm.v        128.20   135.41  
rtl ctl_FSM/always_6/block_1/case_1/block_3/stmt_1                          stmt       ../rtl/ctl_fsm.v        129.17   129.46  
rtl ctl_FSM/always_6/block_1/case_1/block_3/stmt_2                          stmt       ../rtl/ctl_fsm.v        130.17   130.46  
rtl ctl_FSM/always_6/block_1/case_1/block_3/stmt_3                          stmt       ../rtl/ctl_fsm.v        131.17   131.46  
rtl ctl_FSM/always_6/block_1/case_1/block_3/stmt_4                          stmt       ../rtl/ctl_fsm.v        132.17   132.46  
rtl ctl_FSM/always_6/block_1/case_1/block_8                                 block      ../rtl/ctl_fsm.v        167.18   174.43  
rtl ctl_FSM/always_6/block_1/case_1/block_8/stmt_2                          stmt       ../rtl/ctl_fsm.v        169.17   169.46  
rtl ctl_FSM/always_6/block_1/case_1/block_8/stmt_5                          stmt       ../rtl/ctl_fsm.v        172.17   172.49  
rtl decoder                                                                 module     ../rtl/decode_pipe.v     15.1   1156.10  
rtl decoder/reg_ext_ctl                                                     reg        ../rtl/decode_pipe.v     17.39    17.46  
rtl decoder/reg_rd_sel                                                      reg        ../rtl/decode_pipe.v     18.38    18.44  
rtl decoder/reg_fsm_dly                                                     reg        ../rtl/decode_pipe.v     21.38    21.45  
rtl decoder/reg_alu_func                                                    reg        ../rtl/decode_pipe.v     24.39    24.47  
rtl decoder/reg_dmem_ctl                                                    reg        ../rtl/decode_pipe.v     25.39    25.47  
rtl decoder/reg_wb_mux                                                      reg        ../rtl/decode_pipe.v     27.41    27.47  
rtl decoder/reg_wb_we                                                       reg        ../rtl/decode_pipe.v     28.36    28.41  
rtl decoder/wire_inst_op                                                    wire       ../rtl/decode_pipe.v     31.17    31.24  
rtl decoder/wire_inst_func                                                  wire       ../rtl/decode_pipe.v     31.25    31.34  
rtl decoder/assign_1_inst_op                                                assign     ../rtl/decode_pipe.v     36.12    36.41  
rtl decoder/assign_2_inst_func                                              assign     ../rtl/decode_pipe.v     37.12    37.39  
rtl decoder/always_1                                                        always     ../rtl/decode_pipe.v     42.5   1155.8   
rtl decoder/always_1/block_1                                                block      ../rtl/decode_pipe.v     43.5   1155.8   
rtl decoder/always_1/block_1/case_1                                         case       ../rtl/decode_pipe.v     44.9   1154.16  
rtl decoder/always_1/block_1/case_1/cond                                    cond       ../rtl/decode_pipe.v     44.15    44.22  
rtl decoder/always_1/block_1/case_1/block_1                                 block      ../rtl/decode_pipe.v     46.13   543.16  
rtl decoder/always_1/block_1/case_1/block_1/case_1                          case       ../rtl/decode_pipe.v     47.17   542.24  
rtl decoder/always_1/block_1/case_1/block_1/case_1/cond                     cond       ../rtl/decode_pipe.v     47.23    47.32  
rtl decoder/always_1/block_1/case_1/block_1/case_1/block_1                  block      ../rtl/decode_pipe.v     49.21    64.24  
rtl decoder/always_1/block_1/case_1/block_1/case_1/block_1/stmt_5           stmt       ../rtl/decode_pipe.v     55.25    55.44  
rtl decoder/always_1/block_1/case_1/block_1/case_1/block_7                  block      ../rtl/decode_pipe.v    151.21   166.24  
rtl decoder/always_1/block_1/case_1/block_1/case_1/block_7/stmt_5           stmt       ../rtl/decode_pipe.v    157.25   157.44  
rtl decoder/always_1/block_1/case_1/block_4                                 block      ../rtl/decode_pipe.v    654.13   670.16  
rtl decoder/always_1/block_1/case_1/block_4/stmt_5                          stmt       ../rtl/decode_pipe.v    661.17   661.36  
rtl decoder/always_1/block_1/case_1/block_6                                 block      ../rtl/decode_pipe.v    689.13   704.16  
rtl decoder/always_1/block_1/case_1/block_6/stmt_5                          stmt       ../rtl/decode_pipe.v    695.17   695.36  
rtl decoder/always_1/block_1/case_1/block_10                                block      ../rtl/decode_pipe.v    757.13   772.16  
rtl decoder/always_1/block_1/case_1/block_10/stmt_1                         stmt       ../rtl/decode_pipe.v    759.17   759.37  
rtl decoder/always_1/block_1/case_1/block_10/stmt_5                         stmt       ../rtl/decode_pipe.v    763.17   763.36  
rtl decoder/always_1/block_1/case_1/block_10/stmt_8                         stmt       ../rtl/decode_pipe.v    766.17   766.37  
rtl decoder/always_1/block_1/case_1/block_13                                block      ../rtl/decode_pipe.v    808.13   823.16  
rtl decoder/always_1/block_1/case_1/block_13/stmt_1                         stmt       ../rtl/decode_pipe.v    810.17   810.39  
rtl decoder/always_1/block_1/case_1/block_13/stmt_5                         stmt       ../rtl/decode_pipe.v    814.17   814.36  
rtl decoder/always_1/block_1/case_1/block_13/stmt_8                         stmt       ../rtl/decode_pipe.v    817.17   817.37  
rtl decoder/always_1/block_1/case_1/block_14                                block      ../rtl/decode_pipe.v    825.13   840.16  
rtl decoder/always_1/block_1/case_1/block_14/stmt_5                         stmt       ../rtl/decode_pipe.v    831.17   831.36  
rtl decoder/always_1/block_1/case_1/block_16                                block      ../rtl/decode_pipe.v    859.13   874.16  
rtl decoder/always_1/block_1/case_1/block_16/stmt_2                         stmt       ../rtl/decode_pipe.v    862.17   862.33  
rtl decoder/always_1/block_1/case_1/block_16/stmt_5                         stmt       ../rtl/decode_pipe.v    865.17   865.36  
rtl decoder/always_1/block_1/case_1/block_22                                block      ../rtl/decode_pipe.v   1002.13  1017.16  
rtl decoder/always_1/block_1/case_1/block_22/stmt_1                         stmt       ../rtl/decode_pipe.v   1004.17  1004.37  
rtl decoder/always_1/block_1/case_1/block_22/stmt_2                         stmt       ../rtl/decode_pipe.v   1005.17  1005.33  
rtl decoder/always_1/block_1/case_1/block_22/stmt_8                         stmt       ../rtl/decode_pipe.v   1011.17  1011.37  
rtl decoder/always_1/block_1/case_1/block_22/stmt_10                        stmt       ../rtl/decode_pipe.v   1013.17  1013.38  
rtl decoder/always_1/block_1/case_1/block_22/stmt_11                        stmt       ../rtl/decode_pipe.v   1014.17  1014.30  
rtl decoder/always_1/block_1/case_1/block_25                                block      ../rtl/decode_pipe.v   1053.13  1068.16  
rtl decoder/always_1/block_1/case_1/block_25/stmt_5                         stmt       ../rtl/decode_pipe.v   1059.17  1059.36  
rtl pipelinedregs                                                           module     ../rtl/decode_pipe.v   1160.1   1470.10  
rtl pipelinedregs/input_pause                                               input      ../rtl/decode_pipe.v   1162.15  1162.20  
rtl pipelinedregs/input_id2ra_ctl_clr                                       input      ../rtl/decode_pipe.v   1164.15  1164.28  
rtl pipelinedregs/input_id2ra_ctl_cls                                       input      ../rtl/decode_pipe.v   1165.15  1165.28  
rtl pipelinedregs/input_ra2ex_ctl_clr                                       input      ../rtl/decode_pipe.v   1166.15  1166.28  
rtl pipelinedregs/input_alu_func_i                                          input      ../rtl/decode_pipe.v   1167.21  1167.31  
rtl pipelinedregs/input_dmem_ctl_i                                          input      ../rtl/decode_pipe.v   1170.21  1170.31  
rtl pipelinedregs/input_ext_ctl_i                                           input      ../rtl/decode_pipe.v   1171.21  1171.30  
rtl pipelinedregs/input_rd_sel_i                                            input      ../rtl/decode_pipe.v   1175.21  1175.29  
rtl pipelinedregs/input_wb_mux_ctl_i                                        input      ../rtl/decode_pipe.v   1176.21  1176.33  
rtl pipelinedregs/input_wb_we_i                                             input      ../rtl/decode_pipe.v   1177.21  1177.28  
rtl pipelinedregs/wire_alu_func_o                                           wire       ../rtl/decode_pipe.v   1178.22  1178.32  
rtl pipelinedregs/wire_alu_we_o                                             wire       ../rtl/decode_pipe.v   1179.22  1179.30  
rtl pipelinedregs/wire_dmem_ctl_ur_o                                        wire       ../rtl/decode_pipe.v   1182.22  1182.35  
rtl pipelinedregs/wire_ext_ctl                                              wire       ../rtl/decode_pipe.v   1183.22  1183.29  
rtl pipelinedregs/wire_rd_sel_o                                             wire       ../rtl/decode_pipe.v   1187.22  1187.30  
rtl pipelinedregs/wire_wb_mux_ctl_o                                         wire       ../rtl/decode_pipe.v   1188.22  1188.34  
rtl pipelinedregs/wire_wb_we_o                                              wire       ../rtl/decode_pipe.v   1189.22  1189.29  
rtl pipelinedregs/wire_NET7643                                              wire       ../rtl/decode_pipe.v   1193.10  1193.17  
rtl pipelinedregs/wire_BUS5639                                              wire       ../rtl/decode_pipe.v   1197.16  1197.23  
rtl pipelinedregs/wire_BUS5651                                              wire       ../rtl/decode_pipe.v   1198.16  1198.23  
rtl pipelinedregs/wire_BUS5666                                              wire       ../rtl/decode_pipe.v   1199.16  1199.23  
rtl pipelinedregs/wire_BUS5674                                              wire       ../rtl/decode_pipe.v   1200.16  1200.23  
rtl pipelinedregs/wire_BUS5682                                              wire       ../rtl/decode_pipe.v   1201.16  1201.23  
rtl pipelinedregs/wire_BUS5690                                              wire       ../rtl/decode_pipe.v   1202.16  1202.23  
rtl pipelinedregs/wire_BUS5790                                              wire       ../rtl/decode_pipe.v   1203.16  1203.23  
rtl pipelinedregs/wire_BUS7299                                              wire       ../rtl/decode_pipe.v   1204.16  1204.23  
rtl pipelinedregs/wire_BUS7822                                              wire       ../rtl/decode_pipe.v   1205.16  1205.23  
rtl pipelinedregs/inst_U10                                                  inst       ../rtl/decode_pipe.v   1219.28  1226.29  
rtl pipelinedregs/inst_U11                                                  inst       ../rtl/decode_pipe.v   1230.23  1237.24  
rtl pipelinedregs/inst_U12                                                  inst       ../rtl/decode_pipe.v   1241.23  1248.24  
rtl pipelinedregs/inst_U13                                                  inst       ../rtl/decode_pipe.v   1252.28  1259.29  
rtl pipelinedregs/inst_U15                                                  inst       ../rtl/decode_pipe.v   1273.26  1280.27  
rtl pipelinedregs/inst_U16                                                  inst       ../rtl/decode_pipe.v   1284.26  1291.27  
rtl pipelinedregs/inst_U18                                                  inst       ../rtl/decode_pipe.v   1305.28  1311.29  
rtl pipelinedregs/inst_U19                                                  inst       ../rtl/decode_pipe.v   1315.23  1321.24  
rtl pipelinedregs/inst_U20                                                  inst       ../rtl/decode_pipe.v   1336.23  1341.24  
rtl pipelinedregs/inst_U21                                                  inst       ../rtl/decode_pipe.v   1345.28  1352.29  
